budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,scope
73000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",,330,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 1719, ""name"": ""paleontology""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 1766, ""name"": ""velociraptor""}, {""id"": 1768, ""name"": ""san diego""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 178010, ""name"": ""jurassic park""}, {""id"": 223059, ""name"": ""animal horror""}]",en,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.502487,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-05-23,229074524,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Something has survived.,The Lost World: Jurassic Park,6.2,2487,6.154170295204651
68000000,"[{""id"": 35, ""name"": ""Comedy""}]",,214756,"[{""id"": 5098, ""name"": ""sperm bank""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15214, ""name"": ""buddy""}, {""id"": 18074, ""name"": ""courthouse""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 193682, ""name"": ""married""}]",en,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",68.734513,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-25,217022588,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Ted is Coming, Again.",Ted 2,6.2,2463,6.153914584758031
125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thedayaftertomorrow.com/,435,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 295, ""name"": ""library""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 2210, ""name"": ""climate change""}, {""id"": 2212, ""name"": ""greenhouse effect""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 2214, ""name"": ""twister""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 2216, ""name"": ""hail""}, {""id"": 2218, ""name"": ""temperature drop""}, {""id"": 2219, ""name"": ""ice age""}, {""id"": 2220, ""name"": ""polar zone""}, {""id"": 2221, ""name"": ""meteorology""}, {""id"": 2222, ""name"": ""gulfstream""}, {""id"": 2223, ""name"": ""barrier ice""}, {""id"": 2224, ""name"": ""ice melting""}, {""id"": 2225, ""name"": ""third world""}, {""id"": 2226, ""name"": ""exodus""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 3693, ""name"": ""climate""}, {""id"": 6086, ""name"": ""government""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 34161, ""name"": ""doomsday""}, {""id"": 157160, ""name"": ""antarctic""}, {""id"": 199076, ""name"": ""disaster movie""}]",en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",41.380094,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-26,544272402,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Where will you be?,The Day After Tomorrow,6.2,2392,6.153141120196244
70000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",,49017,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 213097, ""name"": ""15th century""}, {""id"": 214410, ""name"": ""ottoman empire""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}, {""id"": 232534, ""name"": ""tepes""}]",en,Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",64.45794699999999,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,215529201,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every bloodline has a beginning,Dracula Untold,6.2,2389,6.153107866508538
132000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,74,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 586, ""name"": ""new jersey""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 207569, ""name"": ""human subjugation""}]",en,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.572726,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-28,591739379,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They're already here.,War of the Worlds,6.2,2322,6.152352705239447
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",http://disney.go.com/disneypictures/princeofpersia,9543,"[{""id"": 1241, ""name"": ""persia""}, {""id"": 1965, ""name"": ""sandstorm""}, {""id"": 12653, ""name"": ""brother against brother""}, {""id"": 12654, ""name"": ""armageddon""}, {""id"": 12655, ""name"": ""regent""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881000000004,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-19,335154643,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317,6.152295373460603
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/homevideo/salt/,27576,"[{""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 591, ""name"": ""cia""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 3637, ""name"": ""double agent""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12366, ""name"": ""hitwoman""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 190654, ""name"": ""russian spy""}, {""id"": 190981, ""name"": ""intelligence officer""}, {""id"": 208314, ""name"": ""action heroine""}]",en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-21,293329073,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Who is Salt?,Salt,6.2,2093,6.149577299404333
38000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.riddick-movie.com,87421,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 156395, ""name"": ""imax""}]",en,Riddick,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",46.630062,"[{""name"": ""One Race Productions"", ""id"": 1225}, {""name"": ""Radar Pictures"", ""id"": 14718}, {""name"": ""Riddick Canada Productions"", ""id"": 23634}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-02,98337295,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Survival Is His Revenge,Riddick,6.2,2035,6.14882227368157
76000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,584,"[{""id"": 416, ""name"": ""miami""}, {""id"": 830, ""name"": ""car race""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33885, ""name"": ""car""}, {""id"": 159953, ""name"": ""automobile racing""}]",en,2 Fast 2 Furious,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",10.520961,"[{""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-06-05,236350661,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,How Fast Do You Want It?,2 Fast 2 Furious,6.2,2028,6.148729617959392
26000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.universalstudiosentertainment.com/the-40-year-old-virgin/,6957,"[{""id"": 2201, ""name"": ""first time""}, {""id"": 2389, ""name"": ""virgin""}]",en,The 40 Year Old Virgin,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",38.473732,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-11,109449237,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"The longer you wait, the harder it gets",The 40 Year Old Virgin,6.2,1983,6.148125868759667
195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.transformersmovie.com/,38356,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 15247, ""name"": ""word domination""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607000000002,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Indochina Productions"", ""id"": 19751}, {""name"": ""Hasbro Studios"", ""id"": 22826}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-28,1123746996,154.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299,6.097198620874021
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,1724,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1809, ""name"": ""rio de janeiro""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10834, ""name"": ""super soldier""}, {""id"": 12555, ""name"": ""tony stark""}, {""id"": 160977, ""name"": ""virginia""}, {""id"": 162365, ""name"": ""military""}, {""id"": 179100, ""name"": ""hulk""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 200918, ""name"": ""angry""}, {""id"": 202816, ""name"": ""bruce banner""}]",en,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",62.898336,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}, {""name"": ""MVL Incredible Productions"", ""id"": 25121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-12,163712074,114.0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll like him when he's angry.,The Incredible Hulk,6.1,3021,6.0970383575911
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.mgm.com/view/movie/234/Quantum-of-Solace/,10764,"[{""id"": 627, ""name"": ""killing""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 156095, ""name"": ""british secret service""}]",en,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",107.92881100000001,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-30,586090727,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"For love, for hate, for justice, for revenge.",Quantum of Solace,6.1,2965,6.09700382955369
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://theexpendables2film.com/,76163,"[{""id"": 3800, ""name"": ""airplane""}, {""id"": 9791, ""name"": ""number in title""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33678, ""name"": ""beard""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 162085, ""name"": ""loss of friend""}, {""id"": 162487, ""name"": ""wisecrack humor""}, {""id"": 179305, ""name"": ""airport lounge""}, {""id"": 179321, ""name"": ""asian woman""}]",en,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",53.73289200000001,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-08,312573423,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Back for War.,The Expendables 2,6.1,2896,6.096960162824898
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,82675,"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5733, ""name"": ""turkey""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 155888, ""name"": ""teenage daughter""}, {""id"": 161994, ""name"": ""stealing a car""}, {""id"": 163758, ""name"": ""ex-husband ex-wife relationship""}, {""id"": 182045, ""name"": ""albanian""}, {""id"": 185815, ""name"": ""u.s. embassy""}, {""id"": 185817, ""name"": ""killed in an elevator""}, {""id"": 185818, ""name"": ""security guard killed""}]",en,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",49.353524,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 10611}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012-09-27,376141306,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,First they took his daughter. Now they're coming for him.,Taken 2,6.1,2757,6.096868214927579
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,50620,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 9990, ""name"": ""villainess""}, {""id"": 160184, ""name"": ""super strength""}, {""id"": 185616, ""name"": ""imprinting""}, {""id"": 185628, ""name"": ""cross breed""}, {""id"": 185629, ""name"": ""bloodsucker""}, {""id"": 185632, ""name"": ""grudge""}, {""id"": 185633, ""name"": ""vampire vs vampire""}, {""id"": 185644, ""name"": ""chief of police""}, {""id"": 185645, ""name"": ""dhampir""}, {""id"": 185648, ""name"": ""forks washington""}, {""id"": 185653, ""name"": ""wolf pack""}, {""id"": 185655, ""name"": ""misinformation""}, {""id"": 185668, ""name"": ""seeing the future""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",99.687084,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-13,829000000,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The epic finale that will live forever,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,6.096722729625676
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",http://www.300themovie.com/,53182,"[{""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 182677, ""name"": ""sea battle""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 195862, ""name"": ""naval warfare""}, {""id"": 209714, ""name"": ""3d""}]",en,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",71.51059599999999,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-05,337580051,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Seize your glory!,300: Rise of an Empire,6.1,2397,6.096602019851299
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,228967,"[{""id"": 591, ""name"": ""cia""}, {""id"": 6285, ""name"": ""coup d'etat""}, {""id"": 158538, ""name"": ""north korea""}, {""id"": 191600, ""name"": ""assassination attempt""}, {""id"": 195323, ""name"": ""evil dictator""}]",en,The Interview,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",74.16801600000001,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Point Grey Pictures"", ""id"": 16615}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,12342632,112.0,"[{""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Film Hackers Tried To Get Banned,The Interview,6.1,2304,6.096525732637648
48000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",http://www.taken3movie.com/,260346,"[{""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 15124, ""name"": ""framed""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 180172, ""name"": ""framed for murder""}]",en,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",88.84477700000001,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Taken 3"", ""id"": 87854}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-16,325771424,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It Ends Here,Taken 3,6.1,2200,6.096436260617619
